_id,productId,productName,category,price,grade,filters.plasticFree,filters.fscCertified,filters.carbonNeutral,filters.recycledMaterials,productImage,manufacturingProcess,transportationMethod,materialsUsed,plasticReducedPercent,chemicalUsedPercent,co2ReducedPercent,isRecyclable,packagingRecyclable,biodegradablePercent,waterUsedLiters,energyUsedKwh,productWeightKg,productLifespanYears,createdAt,updatedAt
6803ad2ce06947b9b8fa3b8f,4978,Fabbmate Designer Collection of Casual Flats for Women's Maroon,women's shoes,14.21,4,False,True,False,False,71EDJmZrGyL._AC_UL320_.jpg,hand-crafted,rail,Paper,-81,77,27,True,False,57,18.41,2.22,1.15,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
1296152ee63148cd9655a0be,4979,"Flybot Blaze Bluetooth Wireless in Ear Neckband Earphone with Mic Qualcomm Chipset, Immersive Stereo Sound and Hands Free ...","tv, audio & cameras",38.13,4,True,False,False,False,61vtCxrLLEL._AC_UL320_.jpg,solar-powered,truck,Composite,70,248,87,True,False,54,23.63,4.81,4.13,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
64608e05136d43cd8429ada3,4980,Qiddo Sports Boys' Shorts,sports & fitness,31.2,5,False,False,True,False,71oAssZgdgL._AC_UL320_.jpg,hand-crafted,air,Composite,-22,39,2,True,True,56,23.44,8.02,0.59,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
1f1bb1563f25412eba13c6ea,4981,Avsar 18KT Rose Gold and Diamond Nose Ring for Women,accessories,7.51,2,True,False,False,False,61UluvnftFL._AC_UL320_.jpg,water-based infusion,rail,Paper,23,149,85,False,True,73,22.74,8.26,3.04,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
eb16cf7195bb495d93eb0266,4982,"UNBEATABLE Compression Men's Shorts Tights (Nylon) Skins for Gym, Running, Cycling, Swimming, Basketball, Cricket, Yoga, F...",stores,28.51,2,True,False,False,False,51OYLSEhGjL._AC_UL320_.jpg,hand-crafted,rail,Glass,93,44,65,False,True,30,25.52,6.68,3.56,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
9cc01f834d7047b98d9ab10c,4983,Zeespares Loud Speaker Ringer Buzzer Sound Flex Ringer Box Compatible for Vivo V19,"tv, audio & cameras",24.47,2,True,False,False,False,31iww8OqE2L._AC_UL320_.jpg,hand-crafted,truck,Metal,52,55,26,False,False,18,22.43,2.27,3.48,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
39cefe7826784a988ff00a79,4984,La Henk Grill set - Backyard Barbeque Grill Set for Home Foldable Charcoal Tandoor Outdoor BBQ Grill Chicken Maker For Hom...,appliances,34.05,1,True,True,False,True,71fRQ1JiuUL._AC_UL320_.jpg,water-based infusion,sea,Fabric,87,3,56,False,False,22,10.37,6.71,1.54,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
7464965d999d426588cfe0e6,4985,"EHOP Universal Compatible Remote Control for Onida TV LED/LCD TV, I - Play","tv, audio & cameras",40.06,2,True,False,True,False,41+vYDLagFL._AC_UL320_.jpg,solar-powered,truck,Plastic,16,6,32,True,False,91,18.03,1.41,0.55,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fcb80bb15eb443d7a127a72f,4986,"pTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-E...","tv, audio & cameras",44.13,2,True,False,True,True,51Bi92jvyDL._AC_UL320_.jpg,hand-crafted,rail,Glass,42,149,10,False,False,27,18.51,6.55,4.02,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
393b82f9e9d643ee8fffa6c9,4987,LaBling 925 Sterling Silver Hoop Earrings | Thickness 1.2mm | Sizes 12mm to 50mm | Silver - Gold - Rose Gold | For Women M...,accessories,8.26,3,True,False,True,False,51BXIDS1RwL._AC_UL320_.jpg,solar-powered,rail,Composite,33,71,29,False,True,83,16.93,1.76,4.2,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0419b565931243a0af0cecac,4988,Mammon Women's Handbag (1bib-teddy),accessories,16.05,4,True,True,True,False,61KjXIbQCJS._AC_UL320_.jpg,hand-crafted,air,Composite,17,12,74,False,True,79,8.67,6.66,2.04,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
003385d5be204d06829524fd,4989,"Large Capacity Foldable Travel Duffel Waterproof Nylon Lightweight Carry-on Flight Packing Bags for Travelling, Holiday, S...",accessories,25.39,2,False,False,True,False,31IiuPCamvL._AC_UL320_.jpg,hand-crafted,truck,Plastic,-199,55,36,True,False,95,10.91,9.06,2.82,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a1d8c508a94a413595c84d7e,4990,Regal Men Formal Slip On,men's shoes,30.96,1,True,True,True,True,51wqULWLunL._AC_UL320_.jpg,hand-crafted,rail,Paper,42,26,61,True,True,13,11.52,2.22,1.32,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a33903cd5d094c06bafc202a,4991,SPONGY Women's White Spunlace Disposable Swift Spunlace White Size 3XL (Pack 10 Pcs),women's clothing,40.54,5,True,False,False,True,51Q8UUQYeYL._AC_UL320_.jpg,water-based infusion,truck,Plastic,9,88,67,False,True,12,12.13,4.91,4.08,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
4b68b38ce961497cb3cf747f,4992,Bags N Packs Modern Stylish Polyester Casual Smart Crossbody Sling Bag for Men/Women/Boy/Girls (Army Print),accessories,48.87,2,False,False,False,True,91adFjCfyHL._AC_UL320_.jpg,water-based infusion,sea,Paper,-68,92,17,True,True,76,13.27,5.08,1.07,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
05c461aa3b614700bf9e2b89,4993,Alan Jones Clothing Boys Solid Cotton Joggers Track Pants,kids' fashion,19.55,2,True,False,False,True,513ZNlEMsWL._AC_UL320_.jpg,water-based infusion,rail,Fabric,85,39,41,False,False,6,25.78,4.27,3.57,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
aba69ca787d94caeadf756a2,4994,Campus Mens Vibe Running Shoe; Sport Shoe,men's shoes,47.36,1,True,False,False,True,81WAntD7+qL._AC_UL320_.jpg,hand-crafted,truck,Glass,14,140,5,False,True,38,22.48,3.06,0.42,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
30cda29a8bce410f89c30b32,4995,"LIMBANI BROTHERS™ Automatic Vacuum Sealing Machine | Vacuum Sealer for Flatbreads, Nuts, Vegetables, Fruits, Dry-Fruits | ...",appliances,20.76,2,True,False,True,True,61NTK23aguL._AC_UL320_.jpg,hand-crafted,rail,Glass,15,18,43,True,True,14,23.87,2.19,0.42,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
917d93b609a545ab8c706a0d,4996,"Van Heusen Women Lounge Pants - Modal Cotton - Superior Drape, Ultra Soft, Functional Pocket",women's clothing,46.36,4,False,False,True,False,61I1nCO+5bL._AC_UL320_.jpg,hand-crafted,sea,Glass,-233,0,14,False,False,54,23.54,4.22,1.22,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a74baaf4be1049f58a1709e5,4997,DUPATTA BAZAAR Women's Baby Pink Chanderi Dupatta with Multicolour Floral Print,women's clothing,47.1,4,True,False,True,False,61A27u80LOL._AC_UL320_.jpg,water-based infusion,truck,Composite,74,61,52,False,False,4,5.0,9.88,4.92,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
777a25badc9341cfba7b55bf,4998,(Renewed) realme Buds Wireless Bluetooth In Ear Neckband Headphone with Mic (Yellow),"tv, audio & cameras",16.09,2,True,False,True,True,61e9td4-rjL._AC_UL320_.jpg,hand-crafted,truck,Glass,99,185,8,True,False,80,29.48,4.27,4.61,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a18bab41c36242ea9dc71836,4999,SHOPEE 58mm Front Lens Cap for Canon 5d/650d/ 1100d/ 600d/700d/1200d/1300d/1000d/1100d with 18-55mm & 55-250mm Lens (1pcs ...,"tv, audio & cameras",42.49,3,False,False,False,True,51CktqquSsL._AC_UL320_.jpg,water-based infusion,rail,Paper,-22,161,65,True,False,87,15.11,6.82,2.84,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a32b9584721b4096b0fcc21f,5000,"Bukaro Men's Black Formals, Office Wear, Dress Up Shoes",men's shoes,45.07,2,True,False,False,False,31mH3CoNfJL._AC_UL320_.jpg,solar-powered,air,Fabric,57,3,46,True,True,92,24.29,9.46,0.37,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fca4881ce5314be894459e36,5001,MPK PERFECT Fashion Sling & Handbag for Kids Birthday Return Gifts Party Girls/Kanjak/Navratri Return Gifts red & sky blu...,accessories,11.93,4,True,False,True,True,817AmlYh7DL._AC_UL320_.jpg,solar-powered,truck,Composite,53,9,22,False,True,30,2.78,2.04,3.57,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
eb23f63cf68040eb88ceadac,5002,"FITNESS WORLD PVC Gym Ball with Pump, Size 75CM, (Grey)",sports & fitness,44.49,2,False,False,False,False,6119EeoyOTL._AC_UL320_.jpg,water-based infusion,truck,Glass,-49,83,12,True,False,18,9.37,4.73,2.57,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
569f971a171f4f3ab377339d,5003,DAVINA FASHIONS Women's Cotton Blend midi Bralette top Non Wired Sports Bra with Removable Pads (28 to 34),women's clothing,8.27,2,False,True,False,False,41nNc9KYlJL._AC_UL320_.jpg,solar-powered,rail,Plastic,-170,41,95,False,False,94,29.96,0.52,1.49,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e21dab14fb06486aadf1947a,5004,Fila Men Blue DAN Running Shoes,men's shoes,42.9,5,False,True,True,True,611bUZzSxXL._AC_UL320_.jpg,water-based infusion,truck,Paper,-86,36,17,True,False,29,4.61,9.45,1.62,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
18fe5c2d4424497387bcae85,5005,SHOPPY VILLA WITH SV LOGO Women's Lace Lightly Padded Wire Free Camisole And Bandeau Bra (Pack of 4 Parent_Black_32),women's clothing,29.47,2,True,True,True,True,71sUZMt0juL._AC_UL320_.jpg,hand-crafted,air,Metal,21,19,50,True,False,81,28.16,3.17,0.65,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f032f23fab4b455aabbdf7ff,5006,Mirako by Van Heusen Womens Sweater,women's clothing,46.98,3,False,True,True,False,91x6-sCTa3L._AC_UL320_.jpg,water-based infusion,air,Metal,-3,102,3,False,True,63,2.36,2.19,2.44,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6b71699e6d0b4bf5886b7fad,5007,Monique Brand  Women's Gold Printed Kurta with Skirt in Green Color Latest Kurti Designed for Casual Function wear Comfy a...,women's clothing,41.36,3,True,False,True,False,7127cPf+mTL._AC_UL320_.jpg,water-based infusion,truck,Fabric,23,25,57,True,False,3,16.58,3.51,3.05,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ed0c6e051cb74d939ae06a95,5008,Young & Forever Valentine Gift Rakhi Gift for Sister Rakhi Gift for Brother Friendship Day Gift for Best Friend MenTastic ...,accessories,17.17,4,True,False,False,False,71Ds13TPg1L._AC_UL320_.jpg,hand-crafted,truck,Plastic,37,97,100,True,True,80,9.9,6.18,0.76,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e249f59a5c20498c8095c1d7,5009,KOTTY Women's Relaxed Jeans (KTTLADIESJEANS817L_Faded Blue_30),women's clothing,32.77,3,True,False,False,True,71Do2+EZeiL._AC_UL320_.jpg,solar-powered,truck,Glass,38,79,33,True,True,89,19.89,5.09,3.44,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
8abdb1abe9f2467f992a2ce6,5010,BANQLYN Luminous Geometric Wallet Holographic Reflective Clutch Standart Zipper Short,accessories,36.73,4,False,True,False,True,51AHo7p9LRL._AC_UL320_.jpg,hand-crafted,sea,Glass,-21,191,51,True,True,34,2.7,7.65,3.44,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
df0fd0cf0b514f5b9a1415a0,5011,shoe rider Handstitched Men's Comfortable Formal Office Boots Ankle Shoes - Size 10 UK/Ind Black,men's shoes,17.53,3,True,False,False,True,81nRY-BghdL._AC_UL320_.jpg,solar-powered,rail,Glass,64,143,92,False,True,21,3.23,2.12,0.63,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
525b90a373594ff5ad62669b,5012,kerwa Men's Solid Round Neck Thermal (Blue) Large (42),men's clothing,34.96,5,False,False,True,False,51k++cgfgVL._AC_UL320_.jpg,water-based infusion,sea,Glass,-17,221,33,False,True,98,11.43,8.7,1.34,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
4684080a85e6406a835ad49f,5013,MARC Sora 3 L Instant Water Heater,appliances,,2,True,True,True,True,61gQI-nWg4L._AC_UL320_.jpg,water-based infusion,truck,Paper,97,17,52,False,False,14,17.51,1.92,4.12,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e4a185bfc43c46a3b79b7ba6,5014,Fashion My Day Bicycle Road Bike Brake Oil Bleed Kit Tool Bleeding Oil Change Filling Tool Blue and Base Sporting Goods | ...,sports & fitness,48.65,2,True,False,True,True,61t+lrTPhaL._AC_UL320_.jpg,solar-powered,rail,Metal,78,208,26,True,False,29,6.96,8.08,3.64,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
7a381a276b244928a1914ced,5015,Style Dunes Women's Stylish Digital Print Short Satin Night Robe 1 Piece Nightwear - Free Size Nighty,women's clothing,5.42,4,False,True,True,False,71rnOVxIx6L._AC_UL320_.jpg,hand-crafted,rail,Plastic,-20,21,22,False,True,9,28.53,4.53,3.76,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3c49e6de8964493683dccd95,5016,"(Renewed) DIZO by realme TechLife GoPods Neo with Active Noise Cancellation(ANC) Bluetooth Headset (Deep Blue, True Wireless)","tv, audio & cameras",43.5,1,True,False,True,False,31ZSh+7TZBL._AC_UL320_.jpg,hand-crafted,rail,Composite,96,38,74,True,True,99,20.2,6.01,0.35,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a28dab8778e542fca0d4d981,5017,"Body Maxx Hex Dumbbells 20 kg Pair, Rubber Dumbbell Set 20kg, Black Rubber Coated Dumbbells with Steel Grip Home Gym Fitness",sports & fitness,17.03,2,True,True,True,True,41Lt4Bit8hL._AC_UL320_.jpg,water-based infusion,sea,Paper,77,15,64,True,False,90,8.23,7.77,3.12,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
af4913963d1a42fca3508a5a,5018,Collectible India Buddha Monk Set of 4 Statue Figurines Showpiece - Cute Mini Buddha Idol Statue for Car Dashboard Table T...,home & kitchen,24.56,4,True,True,True,True,518kvtHhDqL._AC_UL320_.jpg,solar-powered,air,Metal,94,45,86,False,True,87,8.09,9.82,4.54,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a596cffc73e54e0c8b55063b,5019,Radhe Flutes PVC Fiber A Natural Bansuri Base Octave Right Handed…,music,16.47,3,True,False,True,True,61TeDzNwUoL._AC_UL320_.jpg,solar-powered,sea,Metal,60,116,84,False,False,94,24.63,3.18,3.84,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c4ce43bdd6634fbb8c5be2b3,5020,"Livpure GLO PRO++ RO+UV+UF+Taste Enhancer, Water Purifier for Home - 7 L Storage, Suitable for Borewell, Tanker, Municipal...",home & kitchen,34.08,2,False,False,False,False,61eLWPJtv+L._AC_UL320_.jpg,solar-powered,rail,Paper,-53,95,69,True,False,9,24.25,4.44,2.11,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
669cbc85897a49bcb548b642,5021,W for Woman Straight Pants,women's clothing,42.55,3,True,True,False,True,71ALc6lyutL._AC_UL320_.jpg,water-based infusion,rail,Glass,4,120,91,True,True,3,11.46,9.31,0.91,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
657ca8734cfa43afbd72e453,5022,Mens Black Men s Jeans Slim Fit Jeans Pant Pack of 1 Pcs (size 28),men's clothing,42.12,4,True,False,True,False,31rXY405HGL._AC_UL320_.jpg,solar-powered,rail,Plastic,85,23,5,True,True,25,25.68,9.16,3.58,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c9b9031639044929ac7e7be3,5023,8K Footwear Men's Synthetic Slip On Office Formal Shoes,men's shoes,18.01,5,False,False,True,True,71fO2d0g8KL._AC_UL320_.jpg,hand-crafted,air,Plastic,-101,99,87,False,False,28,8.53,9.39,3.55,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fdf8ff61759e46bb8165b7bc,5024,Avantika Fashion Kanjivaram Soft Silk Saree With Blouse Piece For Women,women's clothing,11.08,5,True,True,False,False,71RZrdA7moL._AC_UL320_.jpg,solar-powered,truck,Glass,26,46,92,True,False,7,6.77,9.38,2.52,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
5276d71bcde949dcba711703,5025,Finish Power ball Quantum ALL in 1 Lemon 60,beauty & health,6.21,4,False,False,True,False,71rHxx4N86L._AC_UL320_.jpg,solar-powered,truck,Fabric,-18,96,70,False,True,21,22.79,9.87,3.5,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3e5da88b3f264ac1aade6209,5026,SOUMINIE Women's Cotton Non-Padded Non-Wired Everyday Bra (Pack of 2),women's clothing,34.8,3,True,False,False,False,71f93kcgOUL._AC_UL320_.jpg,water-based infusion,rail,Paper,33,34,3,False,True,8,26.85,9.84,0.13,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
13aea37195ce4a86a21fa29c,5027,REBECCA Women's Winter Wear Regular Fit Designer Woolen Latest Full Sleeve Mandarin Collar Straight Kurti with Two Side Po...,women's clothing,29.09,5,True,True,False,True,61RxDyOBK+L._AC_UL320_.jpg,water-based infusion,truck,Composite,59,144,90,True,False,8,5.37,3.36,4.72,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ac29cfacc9a04377b79fe0c6,5028,Daniel Klein Analog Black Dial Women's Watch-DK.1.12463-5,accessories,23.82,5,False,False,False,True,81LBkqMA1xL._AC_UL320_.jpg,hand-crafted,sea,Composite,-35,328,20,True,False,89,16.56,9.18,3.28,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6e56a431e96a45a6bf2307fa,5029,Voylla Black and Gold Fashion Dial Stainless Steel Bracelet Style Straps Analogue Quartz Movement Ladies Watch for Women a...,accessories,15.2,1,True,False,True,True,51nh-Mkny+L._AC_UL320_.jpg,solar-powered,air,Fabric,17,91,32,False,False,82,23.85,3.9,3.97,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6ffdcdec69b64e5a835237b1,5030,P.C. Chandra Jewellers 14k (585) Yellow Gold and American Diamond Stud Earrings for Women,accessories,40.39,2,False,False,False,True,51wqyY08RQL._AC_UL320_.jpg,hand-crafted,truck,Fabric,-14,82,0,True,False,88,14.37,3.17,2.14,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
1522ec061e1e4add988937a9,5031,oxolloxo Women's Cotton A-Line Knee-Length Casual Dress,women's clothing,10.4,1,True,False,False,True,51W0ihqtbiL._AC_UL320_.jpg,solar-powered,truck,Glass,45,83,81,False,True,82,24.74,3.2,4.75,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e96ffbbd62c74ef7a403bfc3,5032,MRF ZAPPER-Q 100/90-18 - 56P TubeLESS Tyre (REAR),car & motorbike,26.71,3,True,True,True,False,61fP5zWd+PL._AC_UL320_.jpg,water-based infusion,rail,Composite,57,87,28,True,False,40,4.8,4.21,3.95,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f767d43f445f4c6690cc2643,5033,Jaipur Threads Women Embroidered Anarkali Kurta,women's clothing,11.73,2,True,True,False,False,81AXK3yEvgL._AC_UL320_.jpg,hand-crafted,air,Plastic,30,222,84,True,False,3,23.66,7.41,0.89,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fdbe1a20f6a04eab84cd9eef,5034,"ZEBRONICS Gaming AC32FHD LED Curved 165Hz 80cm (32"") 1920x1080 Pixels FHD Resolution Monitor with Display Port + HDMI Dual...","tv, audio & cameras",34.55,2,True,True,True,True,81bcQfYiZrL._AC_UL320_.jpg,hand-crafted,air,Composite,91,17,65,True,False,94,4.58,6.85,4.75,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
996e0f5567194c47adcd27b2,5035,Tommy Hilfiger Men Shirt,men's clothing,24.42,2,True,False,True,True,717BVsOF2NL._AC_UL320_.jpg,water-based infusion,truck,Paper,19,24,79,False,False,41,22.98,0.84,4.69,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
4952196da17e4bfb83fc6a42,5036,Beauty Knob Flower Maang Tikka Set for Wedding | Baby Shower | Shaadi| Haldi | Mehandi | Party in Yellow Colour for Girls ...,accessories,32.75,5,False,False,False,False,61ZDn3lNzDL._AC_UL320_.jpg,water-based infusion,sea,Metal,-133,234,65,False,True,28,18.84,0.55,3.11,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e1a40e2217cc4b559cdeb054,5037,Stylum Women's Solid Rayon Night Suit Set (Navy Blue),women's clothing,16.43,3,True,True,True,False,61Cr8-fEL5L._AC_UL320_.jpg,hand-crafted,rail,Metal,32,81,96,True,False,46,5.49,4.13,2.65,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f6b37b79c2564cbcbc14ed2e,5038,dB DESH BIDESH Women`s Traditional Bengali Tant Handloom Cotton Saree Prism Desigined With Blouse Piece,women's clothing,20.73,5,False,True,False,False,71qxoTvL8gL._AC_UL320_.jpg,solar-powered,truck,Fabric,-145,43,56,True,False,91,15.51,4.15,3.88,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ea317fcd917f407f8577cc99,5039,Fossil Stella Sport Analog Rose Gold Dial Women's Watch-ES5106,accessories,5.98,1,True,True,False,True,81YwL2W0SrL._AC_UL320_.jpg,hand-crafted,sea,Metal,37,38,7,False,True,65,22.35,2.09,2.26,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e7db0e1d0de54133a1446bee,5040,"Yo India Bathroom Corner Shelf Corner Shelves for Home Decor - One Set (3 Pieces) White in Color (5,7,9 Inch) (Plastic)",home & kitchen,45.42,1,True,True,False,False,31X32v1f+TL._AC_UL320_.jpg,hand-crafted,truck,Paper,20,83,40,True,True,68,3.05,7.94,1.81,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
58e8312e8fe34614aa82af50,5041,OXPERO Men's Csaual Nagra,men's shoes,23.4,3,True,False,False,True,51RO3o9kYxL._AC_UL320_.jpg,water-based infusion,truck,Glass,57,4,2,True,False,17,24.18,2.58,1.37,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
de2b7283892d4424adfa24f4,5042,Michael Angelo Men's Vegan Collection Formal Shoes,men's shoes,24.39,2,True,False,True,False,812aTp5i1dS._AC_UL320_.jpg,hand-crafted,sea,Fabric,43,60,53,True,True,81,15.2,9.99,1.51,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
02c10ef93126449fbd3d1ba2,5043,Butterflies Women's Satchel Bag | Ladies Purse Handbag (White::Black) (BNS 1002WH),accessories,47.2,4,True,True,False,False,61dXShPu9dL._AC_UL320_.jpg,hand-crafted,air,Paper,10,5,88,False,True,67,29.25,8.89,3.45,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
2ca36a831c4441c6a7874458,5044,Zabby Allen New Analog Wrist Watch for Women's and Girls,accessories,29.79,1,False,False,False,True,815E-6Z2VKL._AC_UL320_.jpg,hand-crafted,air,Glass,-64,6,11,True,True,14,9.36,3.4,1.74,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3a006039a7e74ac89278cce9,5045,Peter England Men Trunks,men's clothing,13.03,3,True,False,True,False,61ki4vJh8XL._AC_UL320_.jpg,hand-crafted,rail,Fabric,40,143,13,False,False,47,16.91,2.34,2.94,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
98d27056c98c41bba81aa3bf,5046,CURISSA Boob Tape with 10 Nipple Pasties Multipurpose Nipple Tape for Women Push Up & Lifting Body Tape for Women Breast T...,women's clothing,19.48,5,False,True,False,True,71ZhDNHzBtL._AC_UL320_.jpg,hand-crafted,truck,Fabric,-18,110,25,True,False,87,7.03,4.95,0.38,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
69de34a7610d4775a2e9f34f,5047,DOCTOR EXTRA SOFT House Slipper for Women's Camo | Pregnancy | Orthopaedic & Diabetic | Bounce Back Technology | Ultra sof...,women's shoes,15.3,2,True,False,True,True,61Km2WfmKGL._AC_UL320_.jpg,water-based infusion,rail,Glass,74,53,81,False,True,68,28.33,1.53,0.41,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
357128bb723642659cda1c91,5048,Arrow Men Regular Fit Polo Shirt (Asctts3583_Dark Green_M),men's clothing,46.32,5,True,True,False,True,81cp25MFEOL._AC_UL320_.jpg,hand-crafted,rail,Composite,98,28,5,False,False,86,15.39,7.77,4.28,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e1a63be1fced4459a2f8ee9c,5049,"Scott International Polo T-Shirts for Men - Collar Neck, Half Sleeves, Cotton, Regular fit Stylish Branded Solid Plain Tsh...",men's clothing,21.48,2,False,True,True,True,61ik0z0jNzL._AC_UL320_.jpg,hand-crafted,air,Plastic,-7,28,97,True,True,50,24.95,4.35,1.72,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0ada4a12bbbe4f979b793a67,5050,Breezly Woman's Kaftan Pink Floral & Multicolor Cotton Combo Nighty,women's clothing,9.09,1,True,True,False,False,81IbQEtgQpL._AC_UL320_.jpg,water-based infusion,sea,Glass,62,38,47,False,False,81,7.07,9.58,4.6,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
80326a38b51b4ba8a7d34c92,5051,Anuj Sales Certified 6.25 Ratti Pukhraj Guru Graha Rashi Ratan Panchdhatu Natural Yellow Sapphire Gemstone Ring Anguthi fo...,accessories,31.55,5,False,False,True,False,41SrdiSDfeL._AC_UL320_.jpg,hand-crafted,air,Fabric,-133,145,75,True,False,3,17.55,9.54,1.74,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
cfa21bf1679c492f89291359,5052,Suta Women's Plain Cotton Blend Saree without Blouse (SUTATP0288B_Yellow),stores,39.16,4,True,False,False,True,61Vgeyb2BDL._AC_UL320_.jpg,water-based infusion,air,Paper,51,37,55,False,True,0,12.16,4.51,4.09,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
